MatOldNew	PairNum	Deck1Feedback	Deck2Feedback	Pay1Back	Pay1BackTrial	Mat1Back	DelayDecks	SwitchDecks	Switch1Back	Sub	Trial	Pay	RT	Resp	ChosenSide	choice	Stay
0	2	0.2	0.2	0	0.4	1	1	1	0	9	279	0.2	315.967524889857	j	1	0	1
0	1	1	0.4	0.4	0	0	1	1	1	9	280	1	500.466815661639	k	2	0	1
0	2	0.4	0.6	0.2	0.4	0	1	1	1	9	281	0.4	279.013542924076	j	1	0	1
1	1	1	0	1	0.2	0	1	1	1	9	282	1	255.537849850953	j	1	0	1
1	2	0.4	0.2	0.4	1	1	1	1	1	9	283	0.4	243.368962779641	j	1	0	1
1	1	0.8	0.4	1	0.4	1	1	1	1	9	284	0.8	371.377451345325	k	2	0	1
0	2	0.2	0.4	0.4	1	1	1	1	1	9	285	0.4	411.21117118746	j	1	1	0
0	2	0.2	0.8	0.4	0.8	1	0	0	1	9	286	0.2	670.17960594967	j	1	0	0
0	2	0.2	0.4	0.2	0.4	0	0	0	0	9	287	0.4	262.756414245814	k	2	1	0
1	1	0.2	0.4	0.8	0.4	1	3	1	1	9	288	0.2	369.122793897986	j	1	0	1
0	2	1	0.6	0.4	0.2	1	1	1	0	9	289	1	323.649085126817	k	2	0	0
0	1	0.4	0.6	0.2	0.4	1	1	1	1	9	290	0.6	515.745973680168	k	2	1	0
1	1	0.4	0.6	0.6	1	0	0	0	1	9	291	0.6	371.737857814878	j	1	1	1
0	2	0	1	1	0.2	0	2	1	1	9	292	0	518.903754185885	k	2	0	1
1	2	0.8	1	0	0.6	1	0	0	1	9	293	1	607.028889004141	k	2	1	0
0	2	0.8	0.6	1	0	0	0	0	0	9	294	0.8	264.387839008123	j	1	0	0
1	1	0.8	0.8	0.6	0.6	1	3	1	0	9	295	0.8	489.456880837679	j	1	0	0
0	2	0	0.8	0.8	1	1	1	1	0	9	296	0	386.636003851891	k	2	0	1
0	2	0.6	0.4	0	0.8	1	0	0	1	9	297	0.4	260.651463642716	j	1	1	0
1	1	0.4	0.8	0.8	0.8	1	2	1	1	9	298	0.8	334.321015048772	k	2	1	0
1	2	0.2	0.8	0.4	0	1	1	1	0	9	299	0.2	263.059138786048	j	1	0	0
0	1	1	0.6	0.8	0.4	1	1	1	1	9	300	1	256.353239063174	k	2	0	0
0	2	-0	1	0.2	0.8	0	1	1	1	9	301	-0	368.983035907149	j	1	0	1
1	1	0.8	0.2	1	0.2	0	1	1	1	9	302	0.2	410.587445832789	k	2	1	0
0	2	1	0.8	-0	1	0	1	1	1	9	303	1	572.729581966996	k	2	0	1
1	2	0.2	0.8	1	0.2	1	0	0	1	9	304	0.8	463.434633333236	j	1	1	0
0	1	1	0.6	0.2	-0	1	2	1	1	9	305	0.6	318.863317836076	j	1	1	1
1	2	0.8	0.6	0.8	1	1	1	1	0	9	306	0.6	433.709671255201	k	2	1	1
1	1	0.8	0.6	0.6	0.8	0	1	1	1	9	307	0.8	442.109113093466	j	1	0	0
0	1	0.8	0.4	0.8	0.6	1	0	0	1	9	308	0.8	428.645109757781	j	1	0	1
1	2	0.6	0.2	0.6	0.6	1	2	1	1	9	309	0.6	549.621853046119	k	2	0	0
1	1	0.6	0	0.8	0.8	0	1	1	0	9	310	0.6	358.51359507069	j	1	0	1
1	1	0.8	0.6	0.6	0.6	1	0	0	1	9	311	0.8	471.551677212119	k	2	0	1
1	1	0.6	0	0.8	0.6	1	0	0	0	9	312	0	744.276985060424	j	1	1	0
0	1	0.6	0.6	0	0.8	1	0	0	0	9	313	0.6	732.028791215271	j	1	0	0
0	2	0.8	0.4	0.6	0.8	0	4	1	1	9	314	0.8	530.772770289332	j	1	0	1
0	1	0.8	0	0.6	0	0	1	1	0	9	315	0.8	644.16892407462	j	1	0	1
1	1	0.8	0.6	0.8	0.8	0	0	0	1	9	316	0.8	670.971938874573	k	2	0	1
1	2	0.6	0.6	0.8	0.6	1	2	1	1	9	317	0.6	448.352859821171	j	1	0	1
1	2	0.6	0.4	0.6	0.8	0	0	0	1	9	318	0.6	528.561981860548	j	1	0	1
1	1	0.6	0.6	0.8	0.8	1	2	1	0	9	319	0.6	425.416440702975	k	2	0	1
1	1	0.6	0.2	0.6	0.6	1	0	0	1	9	320	0.6	426.536033861339	j	1	0	1
0	1	0.6	0.8	0.6	0.6	1	0	0	0	9	321	0.6	461.321647278965	j	1	0	1
1	1	0.4	0.4	0.6	0.6	0	0	0	0	9	322	0.4	479.371569119394	j	1	0	1
0	1	0.8	0.8	0.4	0.6	1	0	0	0	9	323	0.8	552.830845117569	j	1	0	1
1	2	1	0	0.6	0.6	0	5	1	0	9	324	1	352.471821010113	j	1	0	1
0	1	0	0.6	0.8	0.4	0	1	1	0	9	325	0	546.266649384052	j	1	0	1
1	1	1	0.6	0	1	0	0	0	1	9	326	1	557.539908681065	k	2	0	1
0	2	0.2	0.4	1	0.8	1	2	1	1	9	327	0.2	541.684616822749	k	2	0	1
1	1	0.2	1	1	0	1	1	1	0	9	328	0.2	454.228709917516	j	1	0	1
0	1	0.4	0.8	0.2	0.2	1	0	0	1	9	329	0.4	439.390847925097	k	2	0	1
1	2	0.8	0.2	0.2	1	1	2	1	1	9	330	0.8	616.876965854317	k	2	0	1
1	2	0.2	0.6	0.8	0.4	0	0	0	1	9	331	0.2	529.206641018391	j	1	0	1
0	1	0.6	0.6	0.4	0.2	0	2	1	0	9	332	0.6	477.515636943281	k	2	0	1
0	2	0.4	0	0.2	0.8	0	1	1	0	9	333	0.4	460.926481056958	j	1	0	1
0	1	0.8	0.2	0.6	0.2	0	1	1	1	9	334	0.8	399.157342035323	k	2	0	1
1	2	0.2	0	0.4	0.6	0	1	1	1	9	335	0.2	575.989002827555	k	2	0	1
0	2	0.8	0	0.2	0.8	1	0	0	1	9	336	0.8	496.075561270118	k	2	0	1
1	1	0	0.6	0.8	0.4	0	2	1	1	9	337	0	473.68734003976	k	2	0	1
0	1	0.8	0.6	0	0.8	1	0	0	1	9	338	0.8	514.610906131566	j	1	0	1
0	2	0.6	-0	0.8	0.2	0	2	1	0	9	339	0.6	444.507997948676	k	2	0	1
1	1	0.2	0.8	0.8	0	0	1	1	0	9	340	0.2	461.883578915149	j	1	0	1
0	1	0.6	0.2	0.2	0.6	1	0	0	1	9	341	0.6	472.158542834222	j	1	0	1
1	2	0.8	0.4	0.6	0.8	1	2	1	1	9	342	0.8	427.023772150278	j	1	0	1
1	1	0.4	0.2	0.6	0.2	0	1	1	0	9	343	0.4	564.125849865377	j	1	0	1
1	2	0.6	0	0.8	0.6	0	1	1	1	9	344	0.6	492.554234806448	k	2	0	1
0	2	0	1	0.6	0.4	1	0	0	1	9	345	0	469.299810938537	k	2	0	1
1	1	0.4	1	0.4	0.8	1	2	1	1	9	346	0.4	486.324063036591	k	2	0	1
0	2	0.4	0.4	0	0.6	1	1	1	0	9	347	0.4	633.119356818497	j	1	0	1
1	2	0.8	0.4	0.4	0.4	0	0	0	1	9	348	0.8	618.676519021392	j	1	0	1
1	2	0.4	0.8	0.8	0.4	0	0	0	0	9	349	0.4	691.675384994596	k	2	0	1
0	2	0.2	0.4	0.4	0.8	1	0	0	0	9	350	0.2	596.381877083331	k	2	0	1
0	1	0.2	0.8	0.4	0	1	4	1	1	9	351	0.2	532.659770920873	k	2	0	1
0	1	0.8	0.4	0.2	0.2	0	0	0	1	9	352	0.8	534.740461036563	j	1	0	1
1	2	0.6	0.6	0.2	0.4	0	2	1	0	9	353	0.6	536.162678152323	k	2	0	1
1	1	0.2	0.8	0.8	0.2	0	1	1	0	9	354	0.2	472.705549094826	k	2	0	1
0	1	0.6	0.2	0.2	0.6	1	0	0	1	9	355	0.6	546.066888142377	k	2	0	1
1	2	0.4	0.2	0.6	0.8	0	2	1	1	9	356	0.4	658.721880987287	k	2	0	1
0	1	0.2	-0	0.6	0.2	0	1	1	0	9	357	0.2	429.134188219905	j	1	0	1
0	1	0.4	0.4	0.2	0.4	0	0	0	1	9	358	0.4	512.404918204993	k	2	0	1
1	1	0	0.8	0.4	0.2	0	0	0	0	9	359	0	463.38620595634	k	2	0	1
1	2	0.4	0	0.4	0.6	0	3	1	1	9	360	0.4	666.772302705795	j	1	0	1
0	1	0.8	0.6	NaN	NaN	NaN	NaN	NaN	NaN	10	1	0.6	352.758298628032	j	1	1	NaN
1	2	0.4	-0	NaN	NaN	NaN	1	1	NaN	10	2	-0	386.452206410468	k	2	1	NaN
1	1	0.6	0.2	0.6	NaN	0	1	1	NaN	10	3	0.2	415.195200592279	j	1	1	1
0	2	0.8	0.8	-0	0.6	0	1	1	1	10	4	0.8	414.064446464181	j	1	0	0
0	1	0.4	0.8	0.2	-0	1	1	1	1	10	5	0.8	359.56428386271	k	2	1	1
0	2	1	0	0.8	0.2	1	1	1	1	10	6	1	401.639097370207	j	1	0	1
0	1	-0	0.8	0.8	0.8	0	1	1	1	10	7	0.8	364.830997772515	j	1	1	1
0	2	0.4	0.6	1	0.8	0	1	1	1	10	8	0.4	348.540181294084	j	1	0	1
0	2	0.8	0.6	0.4	0.8	0	0	0	1	10	9	0.8	933.739888481796	k	2	0	1
0	1	0.8	0.6	0.8	1	0	2	1	1	10	10	0.6	589.860099367797	j	1	1	1
0	1	0.8	0	0.6	0.8	0	0	0	1	10	11	0	670.78928463161	k	2	1	1
0	2	0.6	0.4	0.8	0.4	0	2	1	0	10	12	0.6	417.713155038655	j	1	0	1
1	2	-0	0.6	0.6	0	0	0	0	1	10	13	-0	634.225314483047	j	1	0	1
1	1	0	0.8	0	0.6	0	2	1	0	10	14	0.8	403.887565247715	j	1	1	1
0	2	0.2	0.8	-0	0.6	1	1	1	0	10	15	0.2	398.485491983593	j	1	0	1
0	2	0.4	0.4	0.2	0.8	0	0	0	1	10	16	0.4	391.421718522906	k	2	1	0
0	2	-0	0.6	0.4	0.2	0	0	0	0	10	17	0.6	462.352362461388	j	1	1	1
0	2	0.2	0.8	0.6	0.4	1	0	0	0	10	18	0.8	639.709590002894	k	2	1	1
0	1	0.6	1	0.8	-0	1	4	1	1	10	19	1	648.846954107285	k	2	1	1
1	2	0.8	0.4	0.8	0.6	0	1	1	0	10	20	0.4	570.787157863379	j	1	1	1
1	2	0.6	0.2	0.4	1	1	0	0	1	10	21	0.2	397.516561672091	j	1	1	1
0	1	0.4	0.4	1	0.8	0	2	1	1	10	22	0.4	615.672897547483	j	1	1	1
1	1	0.4	0.2	0.4	0.2	0	0	0	1	10	23	0.2	897.111175581813	k	2	1	1
0	2	0.6	-0	0.2	0.4	1	2	1	0	10	24	0.6	480.829161591828	k	2	0	0
0	1	0.4	0.6	0.2	0.4	1	1	1	0	10	25	0.4	577.412806451321	j	1	0	0
1	1	0.6	0.6	0.4	0.6	0	0	0	1	10	26	0.6	474.568404257298	k	2	0	1
1	1	0.2	0.8	0.6	0.4	1	0	0	0	10	27	0.2	453.88679113239	j	1	0	1
0	1	0.4	0.4	0.2	0.6	1	0	0	0	10	28	0.4	462.175963446498	j	1	0	1
0	2	0.2	0.6	0.6	0.2	0	4	1	1	10	29	0.2	768.800756894052	k	2	0	1
1	2	0	0.4	0.2	0.4	1	0	0	1	10	30	0	833.246529102325	j	1	0	1
1	1	0.2	0.8	0.4	0.2	0	2	1	0	10	31	0.8	738.002382218838	k	2	1	0
1	2	0.8	0.4	0	0.2	0	1	1	0	10	32	0.4	450.284622609615	j	1	1	0
0	2	0.6	0.8	0.4	0.8	0	0	0	1	10	33	0.8	405.16878478229	j	1	1	1
0	1	0.4	0.4	0.8	0	1	2	1	1	10	34	0.4	591.283239424229	k	2	1	1
0	1	0.2	0.8	0.4	0.8	0	0	0	1	10	35	0.8	655.099183320999	j	1	1	1
1	2	0	0.4	0.8	0.4	0	2	1	0	10	36	0.4	561.103818938136	j	1	1	1
1	2	0.6	0.6	0.4	0.8	0	0	0	1	10	37	0.6	395.328718237579	k	2	1	1
0	1	0.2	0.8	0.8	0.4	0	2	1	0	10	38	0.8	395.491806790233	j	1	1	1
1	2	-0	0.4	0.6	0.4	1	1	1	0	10	39	0.4	462.524947710335	k	2	1	1
0	1	0.2	0.4	0.8	0.6	0	1	1	1	10	40	0.4	712.514611892402	k	2	1	1
0	2	0.4	0.8	0.4	0.8	0	1	1	1	10	41	0.8	375.687540508807	k	2	1	1
1	1	-0	0.4	0.4	0.4	0	1	1	1	10	42	0.4	384.58654936403	j	1	1	1
0	2	0	-0	0.8	0.4	0	1	1	1	10	43	-0	611.309629864991	j	1	1	1
0	1	0.6	0.4	0.4	0.8	1	1	1	1	10	44	0.6	387.074317783117	k	2	0	0
0	1	0.4	0.6	0.6	-0	0	0	0	1	10	45	0.4	477.03589964658	k	2	0	1
1	1	0.6	0.2	0.4	0.6	0	0	0	0	10	46	0.6	464.010779745877	k	2	0	1
1	2	-0	0.6	-0	0.4	1	3	1	1	10	47	0.6	472.678947262466	k	2	1	1
1	2	-0	0.2	0.6	0.6	0	0	0	1	10	48	0.2	505.825716070831	k	2	1	1
1	2	0.8	0.6	0.2	0.6	0	0	0	0	10	49	0.6	450.354090891778	k	2	1	1
0	1	0.2	0.2	0.6	0.4	1	3	1	0	10	50	0.2	594.852150417864	j	1	0	1
1	2	0.2	0	0.6	0.2	0	1	1	0	10	51	0	555.921215564013	k	2	1	1
1	2	0.2	0.6	0	0.2	0	0	0	1	10	52	0.6	493.515655398369	k	2	1	1
0	1	0.4	0.4	0.2	0.6	0	2	1	1	10	53	0.4	350.969975814223	k	2	1	0
0	1	0.2	0	0.4	0.6	0	0	0	1	10	54	0.2	528.668223880231	k	2	0	0
0	2	0.2	0	0.6	0	1	2	1	0	10	55	0	522.520247846842	k	2	1	1
0	2	0.2	0.6	0	0.2	1	0	0	1	10	56	0.6	650.988105684519	k	2	1	1
0	2	0.6	0	0.6	0	0	0	0	0	10	57	0	678.650229237974	k	2	1	1
0	2	0.8	0.2	0	0.6	1	0	0	0	10	58	0.8	438.187529332936	k	2	0	0
0	1	0.4	0.6	0.2	0.4	0	4	1	0	10	59	0.6	799.423228017986	k	2	1	0
1	2	0.6	0.8	0.8	0	0	1	1	0	10	60	0.8	418.248628266156	k	2	1	0
1	1	1	-0	0.6	0.8	0	1	1	1	10	61	1	322.76479061693	j	1	0	0
1	1	0.4	0.4	1	0.8	1	0	0	1	10	62	0.4	419.458234682679	k	2	0	1
0	1	0.6	-0	0.4	1	1	0	0	0	10	63	0.6	398.02401419729	j	1	0	1
1	1	0.8	0.8	0.6	0.4	0	0	0	0	10	64	0.8	534.928337670863	k	2	0	1
1	2	0.4	0	0.8	0.6	0	4	1	1	10	65	0	592.796967364848	j	1	1	1
0	1	0.6	0.4	0.8	0.6	1	1	1	0	10	66	0.6	488.087799400091	k	2	0	1
1	2	0.4	0.2	0	0.8	0	1	1	1	10	67	0.2	353.549500927329	k	2	1	1
0	2	0.6	0.6	0.2	0.6	0	0	0	1	10	68	0.6	483.418587595224	j	1	0	0
1	2	0.8	0.4	0.6	0.2	0	0	0	0	10	69	0.8	798.190921545029	k	2	0	1
0	1	0.8	0	0.6	0	0	3	1	1	10	70	0.8	582.346598617733	k	2	0	1
0	1	0.8	0.8	0.8	0.8	0	0	0	1	10	71	0.8	496.793906204402	k	2	0	1
0	1	0.4	0	0.8	0.8	0	0	0	0	10	72	0.4	546.125811524689	j	1	0	1
1	2	0.6	0.2	0.8	0.6	1	3	1	0	10	73	0.2	426.789201796055	j	1	1	0
0	2	0.4	0.4	0.2	0.4	0	0	0	1	10	74	0.4	388.5642522946	k	2	0	0
0	1	0.8	0.4	0.4	0.8	0	2	1	0	10	75	0.8	479.92782201618	j	1	0	1
0	2	0.4	0	0.4	0.2	0	1	1	0	10	76	0.4	382.486305199564	k	2	0	1
1	2	0.6	0.8	0.4	0.8	1	0	0	1	10	77	0.8	465.809411369264	k	2	1	0
1	2	1	0	0.8	0.4	1	0	0	0	10	78	0	639.877114444971	j	1	1	1
0	2	0.6	0.2	0	0.8	0	0	0	0	10	79	0.2	451.543606817722	j	1	1	1
1	1	0.2	0.2	0.8	0.4	0	4	1	1	10	80	0.2	538.913943804801	k	2	0	1
0	1	0.6	0.4	0.2	0.2	1	0	0	1	10	81	0.6	524.557149037719	k	2	0	1
0	1	0.4	0.6	0.6	0.2	0	0	0	0	10	82	0.4	384.59185231477	k	2	0	1
0	2	0.4	0.6	0.2	0	0	3	1	0	10	83	0.6	529.429392889142	j	1	1	1
0	2	0.8	1	0.6	0.4	0	0	0	1	10	84	1	369.009770452976	j	1	1	1
0	2	0.2	0	1	0.6	1	0	0	0	10	85	0	403.721528127789	j	1	1	1
1	1	0.6	0.4	0.4	0.6	0	3	1	0	10	86	0.6	532.353511080146	j	1	0	1
1	1	0	0.8	0.6	0	1	0	0	1	10	87	0	583.473918959498	j	1	0	1
1	2	1	0.6	0	1	1	2	1	0	10	88	0.6	630.066909827292	k	2	1	1
1	2	1	0.8	0.6	0	1	0	0	1	10	89	0.8	431.90954439342	k	2	1	1
1	2	1	0.6	0.8	0.6	1	0	0	0	10	90	0.6	553.442134521902	k	2	1	1
0	2	0.2	0.8	0.6	0.8	1	0	0	0	10	91	0.8	687.643816694617	j	1	1	1
0	1	0.6	0.4	0	0.6	1	4	1	0	10	92	0.6	630.820834077895	j	1	0	1
0	1	0.6	0.6	0.6	0.8	0	0	0	1	10	93	0.6	528.734033927321	j	1	0	1
0	1	0.4	0.4	0.6	0.6	0	0	0	0	10	94	0.4	571.426877751946	k	2	0	1
0	2	0.4	0.2	0.8	0.6	1	3	1	0	10	95	0.2	476.731439121068	k	2	1	1
1	1	-0	0.8	0.4	0.6	0	1	1	0	10	96	-0	438.522247597575	j	1	0	1
1	2	0.2	1	0.2	0.4	1	1	1	1	10	97	1	582.543076947331	j	1	1	1
1	2	0	0.2	1	-0	1	0	0	1	10	98	0.2	398.092742078006	j	1	1	1
1	1	0	1	-0	0.2	1	2	1	1	10	99	1	904.952489770949	j	1	1	0
1	1	0.2	0.8	1	0.2	1	0	0	1	10	100	0.8	465.698512271047	j	1	1	1
0	2	0.4	0	0.2	1	1	2	1	0	10	101	0	514.628573320806	j	1	1	1
0	2	0	0.6	0	0.8	1	0	0	1	10	102	0.6	406.286295503378	k	2	1	1
1	1	-0	0.6	0.8	1	1	2	1	0	10	103	0.6	583.33701081574	k	2	1	1
1	1	0.8	0.6	0.6	0.6	1	0	0	1	10	104	0.6	677.822524681687	k	2	1	1
1	2	0.6	0.6	0.6	0	1	2	1	0	10	105	0.6	465.66095110029	j	1	1	1
1	1	0.2	0.4	0.6	0.6	1	1	1	0	10	106	0.4	569.545598700643	j	1	1	1
1	1	0.4	0.2	0.4	0.6	1	0	0	1	10	107	0.2	434.96522679925	j	1	1	1
0	2	0.6	1	0.6	0.6	0	2	1	1	10	108	1	358.078181743622	k	2	1	1
1	1	0.4	0.6	0.2	0.4	1	1	1	0	10	109	0.4	511.785718612373	j	1	0	NaN
1	1	1	0.4	0.4	1	1	0	0	1	10	110	NaN	NaN	NaN	NaN	NaN	0
0	2	0.4	1	1	0.2	0	2	1	1	10	111	1	410.021645016968	j	1	1	1
1	1	0.6	-0	NaN	0.4	1	1	1	0	10	112	-0	578.305114991963	j	1	1	0
1	1	0.6	0.2	-0	1	1	0	0	1	10	113	0.2	388.431669212878	j	1	1	1
0	1	0.4	0.6	0.2	-0	1	0	0	0	10	114	0.4	590.461438521743	j	1	0	0
1	2	0.8	0.6	1	NaN	0	3	1	1	10	115	0.6	462.489630095661	k	2	1	1
0	1	0.4	0	0.4	0.2	0	1	1	0	10	116	0.4	622.660950757563	k	2	0	1
0	2	0.4	0	0.6	0.4	1	1	1	1	10	117	0	330.450625158846	k	2	1	1
0	1	0.6	0.4	0.4	0.6	0	1	1	1	10	118	0.4	465.787726454437	j	1	1	0
1	2	0.2	1	0	0.4	0	1	1	1	10	119	1	428.149111568928	k	2	1	1
1	2	0.2	0.4	1	0.4	0	0	0	1	10	120	0.4	540.636559017003	k	2	1	1
0	2	0	0	0.4	1	1	0	0	0	10	121	0	382.874196395278	j	1	1	1
1	1	0.2	0.4	0.4	0	0	3	1	1	10	122	0.4	615.153349936008	k	2	1	1
0	2	0	0.2	0	0.4	1	1	1	0	10	123	0.2	464.256875216961	j	1	1	1
0	2	0.4	0.2	0.2	0.4	1	0	0	1	10	124	0.2	393.605164252222	k	2	1	1
0	1	0.2	0.4	0.4	0	1	2	1	1	10	125	0.4	571.421749889851	k	2	1	1
0	1	0.4	0.6	0.4	0.2	0	0	0	1	10	126	0.6	509.597025811672	k	2	1	1
1	2	0	0	0.2	0.2	1	2	1	0	10	127	0	542.705648578703	k	2	1	1
1	1	0	0.6	0.6	0.4	0	1	1	0	10	128	0.6	606.426348909736	j	1	1	1
1	1	0.2	0.2	0.6	0	1	0	0	1	10	129	0.2	391.668271273375	j	1	1	1
0	2	0	0	0	0.6	1	2	1	1	10	130	0	493.077854625881	k	2	1	1
1	2	0	0.2	0	0.2	0	0	0	1	10	131	0	700.547275133431	j	1	0	0
1	1	0.6	0.4	0.2	0.6	1	2	1	0	10	132	0.4	731.920338235795	j	1	1	1
1	1	0.8	0.4	0.4	0	1	0	0	1	10	133	0.4	376.262511126697	j	1	1	1
0	2	0	0.2	0	0	1	2	1	0	10	134	0	471.070273779333	k	2	0	1
0	2	0.4	0.4	0	0.4	0	0	0	1	10	135	0.4	455.728068947792	j	1	0	1
0	2	0.6	0.6	0.4	0	0	0	0	0	10	136	0.6	459.788035601377	j	1	1	0
1	1	0.4	0.6	0.4	0.4	1	3	1	0	10	137	0.6	949.525678530335	k	2	1	1
1	2	0.2	0.2	0.6	0.4	0	1	1	0	10	138	0.2	542.569562792778	j	1	1	1
0	1	1	0.4	0.6	0.6	1	1	1	1	10	139	1	608.169069513679	j	1	0	0
0	2	0	0.8	0.2	0.6	1	1	1	1	10	140	0.8	447.060596197844	k	2	1	1
1	2	0.2	-0	0.8	1	1	0	0	1	10	141	-0	512.883557006717	j	1	1	1
1	1	0.6	0.8	1	0.2	0	2	1	1	10	142	0.6	674.410659819841	j	1	0	1
0	1	-0	0.6	0.6	-0	1	0	0	1	10	143	-0	427.979140542448	k	2	0	1
0	2	0.4	-0	-0	0.8	0	2	1	0	10	144	-0	452.385913580656	j	1	1	1
0	1	0.6	0.4	-0	0.6	0	1	1	0	10	145	0.4	550.454274751246	j	1	1	0
1	2	0.4	0.2	-0	-0	1	1	1	1	10	146	0.2	463.818557560444	k	2	1	1
0	1	0.2	0.6	0.4	-0	0	1	1	1	10	147	0.6	577.071727253497	j	1	1	1
1	1	0.4	1	0.6	0.2	0	0	0	1	10	148	1	585.323709994555	k	2	1	1
0	2	-0	1	0.2	0.4	0	2	1	1	10	149	1	579.253800213337	j	1	1	1
1	1	1	0	1	0.6	1	1	1	0	10	150	0	548.902281560004	j	1	1	1
1	2	0	0.4	1	1	0	1	1	1	10	151	0	495.470414869487	j	1	0	0
0	1	0.6	0.4	0	1	1	1	1	1	10	152	0.4	711.737582460046	k	2	1	1
1	2	0.4	0	0	0	1	1	1	1	10	153	0	768.561677075922	k	2	1	0
1	2	-0	0.4	0	0.4	1	0	0	1	10	154	0.4	507.919735275209	j	1	1	1
1	2	0.2	0.6	0.4	0	1	0	0	0	10	155	0.2	363.3565120399	k	2	0	0
1	1	0.8	0.8	0.4	0	0	3	1	1	10	156	0.8	492.742688395083	k	2	0	0
0	2	0	0.8	0.2	0.4	1	1	1	0	10	157	0	606.799196451902	j	1	0	1
0	1	0.8	0.8	0.8	0.2	1	1	1	1	10	158	0.8	569.26026660949	j	1	0	1
0	1	0.8	0.6	0.8	0	0	0	0	1	10	159	0.8	401.098429225385	j	1	0	1
1	2	0.4	0.6	0	0.8	1	2	1	1	10	160	0.4	652.180857956409	k	2	0	1
0	2	0	0.6	0.4	0.8	1	0	0	1	10	161	0	524.110463447869	k	2	0	1
1	1	0.4	0.2	0.8	0.8	0	2	1	0	10	162	0.4	503.205460496247	k	2	0	1
1	1	0.4	0	0.4	0	1	0	0	1	10	163	0.4	512.125757522881	j	1	0	1
1	1	0.6	0.4	0.4	0.4	1	0	0	0	10	164	0.4	400.726223364472	k	2	1	0
1	1	0.4	0	0.4	0.4	1	0	0	0	10	165	0.4	385.523605160415	k	2	0	0
1	2	0.8	0.6	0	0.4	1	4	1	0	10	166	0.8	764.303993433714	k	2	0	1
1	1	0.4	0.6	0.4	0.4	1	1	1	0	10	167	0.6	499.027799814939	j	1	1	0
1	1	0.6	0.6	0.6	0.8	1	0	0	1	10	168	0.6	525.575258769095	j	1	1	1
0	2	0.4	0.2	0.8	0.4	1	2	1	1	10	169	0.4	623.135161586106	j	1	0	1
0	2	0.8	0.6	0.4	0.6	0	0	0	1	10	170	0.8	392.133583314717	j	1	0	1
0	2	0.6	0.6	0.8	0.4	1	0	0	0	10	171	0.6	488.24629560113	j	1	0	1
1	1	0	0.6	0.6	0.6	1	3	1	0	10	172	0	842.663496732712	k	2	0	0
1	1	0.2	-0	0	0.6	1	0	0	1	10	173	-0	579.836306162179	k	2	1	0
0	2	1	0.4	0.6	0.8	1	2	1	0	10	174	1	542.42941364646	k	2	0	1
0	2	0.6	0.4	1	-0	0	0	0	1	10	175	0.6	469.604946672916	k	2	0	1
1	2	1	0.6	0.6	1	1	0	0	0	10	176	1	471.987933851779	j	1	0	1
0	1	0	-0	-0	0	1	3	1	0	10	177	-0	664.757020771503	j	1	1	1
1	1	0.8	0.8	-0	1	0	0	0	1	10	178	0.8	586.046859622002	k	2	1	1
1	1	0.8	0	0.8	-0	1	0	0	0	10	179	0	590.101203881204	j	1	1	1
0	2	0.4	0.4	1	0.6	1	3	1	0	10	180	0.4	486.79983150214	k	2	1	0
0	1	0.2	0.2	0	0.8	1	1	1	0	10	181	0.2	388.029569759965	k	2	1	1
0	2	0.2	0.2	0.4	0	0	1	1	1	10	182	0.2	396.681557409465	j	1	0	0
1	1	0.6	1	0.2	0.4	0	1	1	1	10	183	0.6	456.312553025782	k	2	0	0
1	2	0.6	0.2	0.2	0.2	1	1	1	1	10	184	0.2	423.65393973887	k	2	1	0
1	1	0.4	0.4	0.6	0.2	1	1	1	1	10	185	0.4	553.56608889997	j	1	0	1
0	2	1	0.8	0.2	0.6	0	1	1	1	10	186	1	570.357180200517	k	2	0	0
0	2	0.4	0.2	1	0.4	1	0	0	1	10	187	0.4	523.639841936529	j	1	0	1
0	1	0.8	0.8	0.4	0.2	1	2	1	1	10	188	0.8	404.867408797145	j	1	1	0
1	1	0.4	-0	0.8	0.4	0	0	0	1	10	189	-0	726.884640753269	k	2	1	1
1	2	0.6	0.6	0.4	1	1	2	1	0	10	190	0.6	432.264343835413	j	1	0	1
1	2	0.2	0	0.6	-0	1	0	0	1	10	191	0.2	625.284605659544	k	2	0	1
0	2	0.2	0.2	0.2	0.6	0	0	0	0	10	192	0.2	523.132637143135	j	1	0	1
0	1	0.2	0.6	-0	0.8	1	3	1	0	10	193	0.6	877.79133208096	k	2	1	1
0	2	0.6	0.6	0.2	0.2	1	1	1	0	10	194	0.6	639.480521902442	j	1	1	0
0	2	-0	0.8	0.6	0.6	0	0	0	1	10	195	0.8	422.771755605936	j	1	1	1
1	1	0.4	0.6	0.6	0.2	0	2	1	1	10	196	0.6	639.607443474233	k	2	1	1
1	1	0.4	0.2	0.6	0.8	1	0	0	1	10	197	0.2	528.690172359347	j	1	1	1
0	2	0.4	0.4	0.8	0.6	0	2	1	0	10	198	0.4	435.122103430331	j	1	1	1
0	2	0.4	-0	0.4	0.2	0	0	0	1	10	199	-0	437.959332950413	k	2	1	1
1	1	0.8	0.6	0.2	0.6	1	2	1	0	10	200	0.6	726.605165749788	k	2	1	1
0	1	0	0.6	0.6	-0	1	0	0	1	10	201	0.6	432.899638079107	k	2	1	1
