MatOldNew	PairNum	Deck1Feedback	Deck2Feedback	Pay1Back	Pay1BackTrial	Mat1Back	DelayDecks	SwitchDecks	Switch1Back	Sub	Trial	Pay	RT	Resp	ChosenSide	choice	Stay
1	1	0	0.8	0.6	0.4	0	1	1	1	16	85	0	474.784923004336	k	2	0	1
0	1	-0	0.8	0	0	1	0	0	1	16	86	-0	448.411022996879	k	2	0	1
1	2	0.2	0.4	0	0.6	0	2	1	1	16	87	0.2	421.045441995375	j	1	0	0
1	2	0.8	0.4	0.2	-0	1	0	0	1	16	88	0.8	371.053449998726	j	1	0	1
1	1	0	0.6	-0	0	0	2	1	0	16	89	0	559.772644002805	j	1	0	1
0	1	0.4	0.2	0	0.8	1	0	0	1	16	90	0.2	340.974084989284	k	2	1	0
1	1	0	0.4	0.2	0	0	0	0	0	16	91	0	431.24030099716	j	1	0	0
0	1	0.6	1	0	0.2	1	0	0	0	16	92	0.6	332.880982998176	k	2	0	1
0	1	0.4	0.4	0.6	0	0	0	0	0	16	93	0.4	592.52346798894	k	2	0	1
1	2	0.6	0.4	0.8	0.2	0	5	1	0	16	94	0.4	607.678890009993	j	1	1	0
1	1	0	0.4	0.4	0.6	0	1	1	0	16	95	0.4	442.943456990179	k	2	1	0
1	1	0.4	-0	0.4	0.4	1	0	0	1	16	96	-0	528.907510000863	j	1	1	1
0	1	0.4	0.2	-0	0.4	1	0	0	0	16	97	0.4	469.746190996375	k	2	0	0
1	2	0.8	0.2	0.4	0.4	1	3	1	1	16	98	0.2	378.936391003663	j	1	1	1
1	1	0.4	0.2	0.4	-0	0	1	1	0	16	99	0.4	376.743624001392	k	2	0	1
1	2	0.8	0.8	0.2	0.4	0	1	1	1	16	100	0.8	260.041439003544	j	1	0	0
0	1	1	0.6	0.4	0.2	1	1	1	1	16	101	1	338.41131599911	j	1	0	1
1	2	0.8	0.4	0.8	0.4	1	1	1	1	16	102	0.4	582.382713997504	k	2	1	0
0	1	0	0.2	1	0.8	0	1	1	1	16	103	0.2	340.092690006713	k	2	1	0
0	1	0.4	0.4	0.2	0.4	0	0	0	1	16	104	0.4	497.365938004805	j	1	0	0
0	1	0	0.2	0.4	0.2	0	0	0	0	16	105	0.2	606.335181000759	j	1	1	0
1	1	0.6	0	0.2	0.4	0	0	0	0	16	106	0.6	427.028560006875	k	2	0	0
1	1	0	0.6	0.6	0.2	1	0	0	0	16	107	0	361.602877004771	j	1	0	1
0	2	1	0.4	0.4	1	0	5	1	1	16	108	1	285.619557005703	k	2	0	0
1	1	0.6	0.2	0	0.6	1	1	1	0	16	109	0.6	275.418108998565	j	1	0	1
0	2	0.6	0.4	1	0	1	1	1	1	16	110	0.4	400.470456006587	k	2	1	0
0	1	0.8	0.8	0.6	1	1	1	1	1	16	111	0.8	437.95691098785	j	1	1	0
0	2	0	0.6	0.4	0.6	0	1	1	1	16	112	0	385.602295995341	k	2	0	0
1	2	0.6	0.4	0	0.8	0	0	0	1	16	113	0.6	240.499352992629	j	1	0	1
0	2	0.2	0.6	0.6	0	1	0	0	0	16	114	0.6	436.858606000897	j	1	1	0
0	2	0.4	0.6	0.6	0.6	1	0	0	0	16	115	0.4	426.111525011947	k	2	0	0
0	2	0.2	0.6	0.4	0.6	0	0	0	0	16	116	0.6	350.220724998508	j	1	1	0
0	1	0	0.2	0.8	0.4	0	5	1	1	16	117	0	531.678683997598	j	1	0	0
1	2	0	0.6	0.6	0.4	1	1	1	0	16	118	0.6	497.960233013146	k	2	1	1
1	2	0.2	0.4	0.6	0	0	0	0	1	16	119	0.4	574.243132999982	j	1	1	1
1	2	0.6	1	0.4	0.6	0	0	0	0	16	120	0.6	396.264245995553	k	2	0	0
0	2	0.2	0.6	0.6	0.4	0	0	0	0	16	121	0.2	119.732003004174	j	1	0	1
0	2	0.2	0.6	0.2	0.6	0	0	0	0	16	122	0.2	533.90810599376	k	2	0	1
1	1	0.6	-0	0	0.6	0	5	1	1	16	123	0.6	395.086556003662	j	1	0	1
1	2	0.6	0.8	0.2	0.2	1	1	1	0	16	124	0.8	368.296888991608	k	2	1	0
1	1	0.6	1	0.6	0.2	1	1	1	1	16	125	0.6	733.006373004173	j	1	0	1
0	1	0	0.4	0.6	0.8	1	0	0	1	16	126	0	393.191538998508	k	2	0	1
1	2	0	0.8	0.8	0.6	1	2	1	1	16	127	0.8	375.204291995033	j	1	1	1
0	1	0.4	0.6	0	0.6	0	1	1	0	16	128	0.6	484.269671011134	j	1	1	0
1	1	0	0.4	0.6	0.8	0	0	0	1	16	129	0	682.127979991492	j	1	0	0
0	1	0.2	0.8	0	0.6	1	0	0	0	16	130	0.2	325.89005799673	k	2	0	1
0	1	0	0.2	0.2	0	0	0	0	0	16	131	0	340.230012996471	j	1	0	1
1	1	0	0.6	0	0.2	0	0	0	0	16	132	0.6	369.406596990302	k	2	1	0
1	2	0	1	0.8	0	1	5	1	1	16	133	0	453.344630994252	k	2	0	0
0	1	0.6	0.8	0.6	0	1	1	1	0	16	134	0.8	371.606710003107	k	2	1	1
0	1	0.4	0.6	0.8	0	0	0	0	1	16	135	0.4	568.24533699546	j	1	0	0
0	2	0.6	0	0	0.6	0	2	1	1	16	136	0.6	438.169720000587	k	2	0	1
0	1	1	0.4	0.4	0.8	0	1	1	0	16	137	1	497.644659990328	j	1	0	1
1	1	0.6	1	1	0.6	0	0	0	1	16	138	0.6	702.241672988748	k	2	0	1
1	2	0.4	0	0.6	0.4	0	2	1	1	16	139	0	645.123557987972	j	1	1	0
0	2	0	0.6	0	0.6	1	0	0	1	16	140	0	914.172849996248	j	1	0	0
1	2	0	0	0	0	1	0	0	0	16	141	0	455.640112006222	j	1	1	0
0	2	0	0.2	0	0	0	0	0	0	16	142	0.2	306.933217012556	j	1	1	1
1	1	0.2	0.2	0.6	1	1	4	1	0	16	143	0.2	312.883788006729	j	1	1	0
0	1	0.4	-0	0.2	0.2	1	0	0	1	16	144	-0	309.629851995851	j	1	1	1
0	2	0.8	0.4	0.2	0	0	2	1	0	16	145	0.8	546.610147997853	j	1	0	0
0	2	0.2	0.2	0.8	-0	1	0	0	1	16	146	0.2	488.989921999746	k	2	0	1
0	1	0.2	0	-0	0.2	0	2	1	0	16	147	0.2	836.90310199745	k	2	0	0
1	2	0.4	0.6	0.2	0.8	0	1	1	0	16	148	0.6	225.894660994527	j	1	1	0
1	1	0.8	0.2	0.2	0.2	0	1	1	1	16	149	0.8	447.096656003851	k	2	0	1
0	2	0.6	0.8	0.6	0.2	0	1	1	1	16	150	0.6	301.945091006928	k	2	0	0
1	2	1	0.2	0.6	0.8	1	0	0	1	16	151	0.2	274.6032080031	j	1	1	0
1	1	1	0.2	0.8	0.6	1	2	1	1	16	152	1	415.00503300631	k	2	0	1
1	2	-0	0.4	0.2	0.6	0	1	1	0	16	153	0.4	372.025681004743	j	1	1	1
0	1	0.6	0.6	1	0.2	1	1	1	1	16	154	0.6	625.687659994583	k	2	1	0
1	1	0.8	0	0.6	0.4	0	0	0	1	16	155	0	630.843747989275	k	2	1	1
0	1	0	0.4	0	0.6	1	0	0	0	16	156	0	866.361127991695	j	1	0	0
0	2	0	0.6	0.4	1	0	3	1	1	16	157	0	505.781617001048	j	1	0	0
1	2	0.8	-0	0	0	0	0	0	1	16	158	-0	446.346632990753	k	2	1	0
0	2	0.6	0.4	-0	0	1	0	0	0	16	159	0.4	995.834456989542	j	1	1	1
0	1	0.6	0.6	0	0	0	3	1	0	16	160	0.6	696.35945900518	j	1	0	1
0	2	-0	0.8	0.4	-0	1	1	1	0	16	161	-0	597.557420987869	k	2	0	0
1	1	1	0	0.6	0.4	0	1	1	1	16	162	1	594.204231994809	j	1	0	1
1	1	1	0.6	1	-0	1	0	0	1	16	163	1	448.07742901321	k	2	0	1
1	2	0.4	0.2	-0	0.6	0	2	1	1	16	164	0.4	461.474513998837	k	2	0	1
0	2	0	0	0.4	1	0	0	0	1	16	165	0	569.63806800195	k	2	0	1
1	2	0	0.2	0	0.4	1	0	0	0	16	166	0	414.781926010619	j	1	0	1
1	1	0.4	0.8	1	1	1	3	1	0	16	167	0.4	740.598028001841	k	2	0	1
1	1	0.6	0	0.4	0	1	0	0	1	16	168	0.6	720.188984996639	k	2	0	1
0	1	0	0.6	0.6	0.4	1	0	0	0	16	169	0.6	710.877479999908	k	2	1	0
0	1	0	0	0.6	0.6	0	0	0	0	16	170	0	363.874868999119	k	2	1	1
0	1	0.4	0.8	0	0.6	0	0	0	0	16	171	0.8	360.574553997139	j	1	1	1
1	2	0.4	0.4	0	0	1	5	1	0	16	172	0.4	974.131385009969	j	1	1	0
0	2	0	0.6	0.4	0.8	0	0	0	1	16	173	0.6	658.277797003393	j	1	1	1
1	1	0.2	0.6	0.8	0	0	2	1	0	16	174	0.6	438.655771009508	j	1	1	1
1	2	1	0.6	0.6	0.4	1	1	1	0	16	175	0.6	580.967678994057	k	2	1	1
1	2	1	1	0.6	0.6	0	0	0	1	16	176	1	618.299676003517	j	1	1	1
1	1	0.2	0.6	0.6	0.6	1	2	1	1	16	177	0.6	726.253871005611	k	2	1	1
0	1	0.4	0.2	0.6	1	1	0	0	1	16	178	0.2	643.784440006129	j	1	1	1
0	1	0	0	0.2	0.6	0	0	0	0	16	179	0	697.88904300367	k	2	1	1
0	1	0.2	0.2	0	0.2	0	0	0	0	16	180	0.2	381.743525009369	j	1	1	1
1	2	0.6	0.2	1	0.6	0	4	1	0	16	181	0.2	549.923099999432	k	2	1	1
1	2	0.8	0.6	0.2	0.2	1	0	0	1	16	182	0.8	268.211454007542	j	1	0	0
1	1	0.2	0.8	0.2	0	0	2	1	0	16	183	0.8	744.772300007753	j	1	1	1
0	1	-0	0.2	0.8	0.8	1	0	0	1	16	184	-0	558.947989004082	k	2	0	0
1	1	0.6	0	-0	0.8	0	0	0	0	16	185	0.6	474.423273000866	k	2	0	1
0	1	0.8	0.8	0.6	-0	1	0	0	0	16	186	0.8	448.434373000055	j	1	0	1
0	2	0.8	0.2	0.8	0.2	1	4	1	0	16	187	0.8	636.781271998188	j	1	0	1
0	2	1	0	0.8	0.8	1	0	0	1	16	188	0	410.330048005562	k	2	1	0
0	1	0.4	1	0.8	0.6	0	2	1	0	16	189	1	392.393585003447	j	1	1	0
1	2	0.8	0.2	0	0.8	1	1	1	0	16	190	0.8	532.16888300085	k	2	0	0
0	2	1	0.4	0.8	1	0	0	0	1	16	191	1	906.173213006696	k	2	0	1
0	2	0.8	0.4	1	0.8	0	0	0	0	16	192	0.8	439.275161988917	k	2	0	1
1	1	1	0.8	1	0	0	3	1	1	16	193	0.8	660.36727699975	j	1	1	1
0	2	0.6	0.4	0.8	1	0	1	1	0	16	194	0.4	649.029560008785	k	2	1	0
0	1	0.6	0.4	0.8	0.8	1	1	1	1	16	195	0.6	463.246305997018	j	1	0	0
0	2	0.4	0.6	0.4	0.8	1	1	1	1	16	196	0.4	388.205583003582	j	1	0	0
0	1	0.4	0.2	0.6	0.4	0	1	1	1	16	197	0.2	449.317677994259	k	2	1	0
0	1	0.6	-0	0.2	0.4	0	0	0	1	16	198	-0	356.722744007129	k	2	1	1
1	1	0	0.6	-0	0.2	0	0	0	0	16	199	0	299.248136987444	j	1	0	0
1	1	0.4	-0	0	-0	1	0	0	0	16	200	-0	359.856544993818	j	1	1	0
0	2	0.4	0.4	0.4	0.6	1	4	1	1	16	201	0.4	469.729785996606	k	2	1	0
0	2	0	0	0.4	-0	0	0	0	1	16	202	0	267.050841997843	j	1	0	0
1	2	0.2	0.8	0	0.4	0	0	0	0	16	203	0.8	535.665044997586	j	1	1	0
0	1	0.4	0.8	-0	0	1	3	1	0	16	204	0.8	460.655083996244	k	2	1	1
1	2	0.8	0.6	0.8	0	0	1	1	0	16	205	0.6	568.833021010505	k	2	1	1
0	2	0.2	0.4	0.6	0.8	1	0	0	1	16	206	0.2	391.914937004913	j	1	0	0
1	2	0	0.4	0.2	0.6	0	0	0	0	16	207	0	588.429174997145	j	1	0	1
1	1	0.2	0.4	0.8	0.8	0	3	1	1	16	208	0.4	265.231600991683	k	2	1	1
0	1	0	0.2	0.4	0	1	0	0	1	16	209	0	278.164333998575	j	1	0	0
1	2	0.2	1	0	0.2	1	2	1	0	16	210	0.2	555.734151988872	k	2	0	1
1	2	0.2	0.2	0.2	0	0	0	0	1	16	211	0.2	607.729011011543	j	1	1	0
0	2	0.2	0.4	0.2	0.2	0	0	0	0	16	212	0.4	293.369060993427	j	1	1	1
1	2	0.8	0.2	0.4	0.2	1	0	0	0	16	213	0.2	522.303705001832	k	2	1	1
1	2	0.4	0.4	0.2	0.4	0	0	0	0	16	214	0.4	255.230038004811	j	1	0	0
0	1	-0	0.8	0	0.4	0	5	1	0	16	215	0.8	251.843595004175	k	2	1	0
1	2	0.6	0	0.4	0.2	0	1	1	0	16	216	0	442.843457989511	j	1	1	0
0	1	0	0.6	0.8	0.4	0	1	1	1	16	217	0.6	270.512009999948	j	1	1	1
0	1	0.6	0.4	0.6	0	0	0	0	1	16	218	0.6	323.777156998403	k	2	0	0
1	1	0	1	0.6	0.6	0	0	0	0	16	219	1	344.246813998325	j	1	1	0
1	1	0	1	1	0.6	1	0	0	0	16	220	0	206.88331600104	j	1	0	0
1	2	0.6	0	0	0.8	0	4	1	1	16	221	0.6	251.159350009402	k	2	0	0
0	1	0.4	1	0	1	1	1	1	0	16	222	1	775.661296007456	k	2	1	0
0	1	0.4	0.8	1	0.6	0	0	0	1	16	223	0.4	357.90405300213	j	1	0	0
1	2	0.8	0.2	0.6	0	1	2	1	1	16	224	0.2	267.58803499979	j	1	1	0
1	2	0.6	0	0.2	0.4	1	0	0	1	16	225	0.6	239.486786987982	j	1	0	0
0	2	0.4	0	0.6	0.2	0	0	0	0	16	226	0.4	349.187822997919	k	2	0	1
1	1	0.6	0.4	0.4	1	0	3	1	0	16	227	0.4	418.951165003818	j	1	1	0
0	2	1	0	0.4	0.6	1	1	1	0	16	228	0	735.734790010611	k	2	1	0
1	1	0.4	0.2	0.4	0.4	1	1	1	1	16	229	0.4	660.198414989281	k	2	0	0
0	2	0.2	0	0	0.4	0	1	1	1	16	230	0.2	465.693097998155	k	2	0	0
0	2	0.8	0.8	0.2	0.4	0	0	0	1	16	231	0.8	294.349549003527	k	2	1	0
1	2	0.6	0	0.8	0.2	0	0	0	0	16	232	0	35.2245309913997	j	1	1	1
1	2	0.4	0.2	0	0.8	0	0	0	0	16	233	0.2	520.688436998171	j	1	1	1
0	2	0.4	0.8	0.2	0	1	0	0	0	16	234	0.4	494.622744998196	k	2	0	0
1	1	-0	0.4	0.4	0	1	5	1	1	16	235	-0	386.782132001827	j	1	0	1
1	1	0.2	0.6	-0	0.4	1	0	0	1	16	236	0.2	536.033673997736	k	2	0	1
0	2	1	1	0.4	0.2	1	2	1	0	16	237	1	524.334465997526	j	1	1	0
1	2	0.8	0.2	1	0.2	0	0	0	1	16	238	0.2	433.663851988968	k	2	1	1
1	2	0.8	0.2	0.2	1	0	0	0	0	16	239	0.2	551.640110992594	j	1	1	1
1	2	0.4	0.8	0.2	0.2	1	0	0	0	16	240	0.8	316.230090000317	j	1	1	1
1	2	0.8	0.4	0.8	0.2	1	0	0	0	16	241	0.4	553.600967003149	k	2	1	1
0	1	-0	0.2	0.2	-0	1	5	1	0	16	242	-0	462.589533999562	k	2	0	1
1	2	0.2	0.2	0.4	0.8	1	1	1	0	16	243	0.2	396.20188200206	j	1	1	1
1	1	0	0.6	-0	0.4	0	1	1	1	16	244	0.6	328.513811007724	k	2	1	0
0	1	0.2	0.6	0.6	0.2	1	0	0	1	16	245	0.6	733.691121989978	j	1	1	1
1	1	-0	0.6	0.6	0.6	0	0	0	0	16	246	-0	283.945682997	j	1	0	0
0	2	0.8	1	0.2	-0	1	3	1	1	16	247	1	375.690471002599	k	2	1	1
1	1	0	0.4	-0	0.6	1	1	1	0	16	248	0	278.668309008935	j	1	0	1
1	2	0.6	0.6	1	-0	0	1	1	1	16	249	0.6	323.56615900062	k	2	1	1
0	1	0.4	0.4	0	1	1	1	1	1	16	250	0.4	343.250984005863	k	2	0	1
1	2	1	0.4	0.6	0	1	1	1	1	16	251	1	517.379818003974	j	1	0	0
1	2	0.8	0	1	0.4	0	0	0	1	16	252	0.8	418.7029159948	k	2	0	1
1	2	0.6	0	0.8	1	1	0	0	0	16	253	0.6	943.516433995683	j	1	0	1
1	2	0.6	0	0.6	0.8	1	0	0	0	16	254	0.6	483.504981995793	k	2	0	1
1	1	-0	-0	0.4	0.6	0	4	1	1	16	255	-0	728.781348996563	j	1	1	0
0	2	0.8	0.8	0.6	0.6	0	1	1	0	16	256	0.8	365.80683599459	k	2	0	1
1	2	1	0.6	0.8	-0	1	0	0	1	16	257	1	644.167836988345	k	2	0	1
0	1	0.2	0.2	-0	0.6	1	2	1	1	16	258	0.2	209.251617998234	j	1	1	1
0	1	0.2	-0	0.2	1	0	0	0	1	16	259	-0	237.615887002903	k	2	1	1
1	2	0.2	0	1	0.8	0	2	1	0	16	260	0.2	220.027370000025	j	1	0	1
0	2	0.6	0.6	0.2	-0	0	0	0	1	16	261	0.6	230.927255004644	k	2	1	0
1	2	0.8	0.4	0.6	0.2	0	0	0	0	16	262	0.4	261.422099007177	j	1	1	1
0	1	0.6	0	-0	0.2	0	3	1	0	16	263	0	233.79680099606	k	2	1	1
0	2	1	0.2	0.4	0.6	0	1	1	0	16	264	1	375.293901000987	j	1	0	0
0	2	0.4	0.4	1	0	1	0	0	1	16	265	0.4	333.524515997851	j	1	0	1
0	1	0.6	0.2	0	0.4	0	2	1	1	16	266	0.6	201.748008999857	k	2	0	0
1	1	0.6	-0	0.6	0.4	0	0	0	1	16	267	-0	238.640248004231	j	1	1	0
1	2	0.4	0.2	0.4	1	1	2	1	0	16	268	0.4	627.066184999421	j	1	0	1
0	2	0.2	0.2	0.4	-0	1	0	0	1	16	269	0.2	609.550292007043	j	1	0	1
1	2	0.6	1	0.2	0.4	1	0	0	0	16	270	1	333.750809993944	k	2	1	0
1	1	0.8	0.2	-0	0.6	1	3	1	0	16	271	0.2	338.793891001842	j	1	1	1
0	2	0.8	0.4	1	0.2	1	1	1	0	16	272	0.4	624.809435001225	k	2	1	1
1	1	1	0.2	0.2	1	1	1	1	1	16	273	0.2	548.862954994547	j	1	1	1
1	2	0.2	0	0.4	0.2	0	1	1	1	16	274	0.2	434.772930006147	j	1	0	0
1	1	0.4	0	0.2	0.4	1	1	1	1	16	275	0	502.819486006047	k	2	1	1
1	1	1	0.2	0	0.2	1	0	0	1	16	276	0.2	461.212836991763	j	1	1	1
0	1	0.2	0.8	0.2	0	1	0	0	0	16	277	0.8	633.685991007951	k	2	1	1
1	1	1	0	0.8	0.2	0	0	0	0	16	278	0	638.715388995479	j	1	1	1
0	2	0.2	0.4	0.2	0.2	1	4	1	1	16	279	0.2	459.193151997169	k	2	0	1
0	2	0	0.4	0.2	0	1	0	0	1	16	280	0.4	385.469344997546	j	1	1	0
1	1	0.8	0.6	0	0.8	1	2	1	0	16	281	0.8	405.872185991029	k	2	0	0
0	1	0.2	0	0.8	0.4	1	0	0	1	16	282	0.2	403.289195994148	k	2	0	1
1	2	0	0.6	0.4	0.2	0	2	1	0	16	283	0	945.038934005424	j	1	0	0
0	2	0.8	1	0	0.2	1	0	0	1	16	284	0.8	556.82890600292	k	2	0	1
1	1	1	0.8	0.2	0.8	0	2	1	0	16	285	0.8	425.216654999531	j	1	1	0
1	1	0.6	0.4	0.8	0.8	1	0	0	1	16	286	0.4	464.355869989959	k	2	1	1
1	1	0.6	0.6	0.4	0.8	1	0	0	0	16	287	0.6	156.271162006306	j	1	1	1
0	2	0.8	0.8	0.8	0	1	3	1	0	16	288	0.8	250.561316002859	k	2	0	1
0	2	0.2	0.6	0.8	0.6	1	0	0	1	16	289	0.6	7.29230100114364	j	1	1	0
1	1	0.8	0.4	0.6	0.4	1	2	1	0	16	290	0.4	205.075740988832	k	2	1	1
1	1	0.8	0.6	0.4	0.6	1	0	0	1	16	291	0.6	153.548688002047	j	1	1	1
1	1	1	0.2	0.6	0.4	1	0	0	0	16	292	1	374.582238000585	k	2	0	0
1	1	1	0.6	1	0.6	1	0	0	0	16	293	1	491.380695006228	j	1	0	1
1	2	0	0.2	0.6	0.8	1	4	1	0	16	294	0.2	257.232179006678	k	2	1	1
1	2	0.2	-0	0.2	1	1	0	0	1	16	295	-0	245.529363994137	j	1	1	1
0	1	1	0.4	1	1	1	2	1	0	16	296	0.4	266.959800996119	k	2	1	0
1	2	0.4	0.2	-0	0.2	1	1	1	0	16	297	0.2	208.16504699178	j	1	1	1
0	1	1	1	0.4	-0	0	1	1	1	16	298	1	372.764011990512	k	2	1	1
1	2	0.4	1	0.2	0.4	1	1	1	1	16	299	0.4	273.874734994024	j	1	0	0
0	2	0.6	0.6	0.4	1	0	0	0	1	16	300	0.6	207.536834001075	k	2	0	1
1	1	0.4	0.8	1	0.2	0	2	1	1	16	301	0.8	275.099728998612	k	2	1	1
1	2	0	0.8	0.6	0.4	0	1	1	0	16	302	0.8	305.951579997782	j	1	1	0
0	1	0.8	1	0.8	0.6	1	1	1	1	16	303	0.8	229.833164004958	k	2	0	0
0	1	0.6	0.8	0.8	0.8	0	0	0	1	16	304	0.8	876.206626999192	j	1	1	0
1	2	0.2	0.8	0.8	0.8	1	2	1	1	16	305	0.2	463.798725002562	k	2	0	0
0	1	1	0.2	0.8	0.8	0	1	1	0	16	306	1	334.5377779915	j	1	0	0
0	2	0.6	1	0.2	0.8	0	1	1	1	16	307	0.6	226.8030349951	k	2	0	1
0	1	0.8	1	1	0.2	0	1	1	1	16	308	0.8	239.196417998755	j	1	0	1
0	1	0.6	1	0.8	0.6	0	0	0	1	16	309	0.6	205.759447999299	k	2	0	1
1	2	0.2	0.8	0.6	1	0	2	1	1	16	310	0.2	410.437740007183	j	1	0	1
0	2	-0	0.2	0.2	0.6	0	0	0	1	16	311	-0	375.507207994815	k	2	0	1
0	2	0.2	0.8	-0	0.2	0	0	0	0	16	312	0.8	275.981623999542	j	1	1	0
0	2	0.6	0.2	0.8	-0	0	0	0	0	16	313	0.6	209.56234500045	k	2	0	0
0	1	0	0.6	0.6	0.8	0	4	1	0	16	314	0.6	413.815480002086	j	1	1	0
0	2	0.6	1	0.6	0.8	0	1	1	0	16	315	1	244.540143001359	k	2	1	0
0	1	0.6	0.6	0.6	0.6	0	1	1	1	16	316	0.6	344.159329994	j	1	1	1
0	1	1	0.4	0.6	1	0	0	0	1	16	317	0.4	437.08367900399	k	2	1	1
1	2	0.4	-0	1	0.6	0	2	1	1	16	318	-0	378.75707699277	k	2	1	1
0	2	1	0.4	-0	0.4	0	0	0	1	16	319	1	360.29964699992	j	1	0	0
1	1	1	0.4	0.4	0.6	0	2	1	0	16	320	0.4	373.587209003745	k	2	1	1
1	1	1	1	0.4	1	1	0	0	1	16	321	1	282.330147005268	j	1	1	1
0	2	0.6	0.4	1	-0	1	2	1	0	16	322	0.4	367.818959988654	k	2	1	0
1	2	0.2	0.6	0.4	1	1	0	0	1	16	323	0.6	316.297680008574	j	1	1	1
0	2	0.8	0	0.6	0.4	0	0	0	0	16	324	0.8	330.11981099844	k	2	0	0
1	2	0.6	1	0.8	0.6	0	0	0	0	16	325	1	406.477535012527	j	1	1	0
0	2	0.8	0.2	1	0.8	1	0	0	0	16	326	0.8	148.511970008258	k	2	0	0
0	1	0.6	0.8	1	0.4	1	5	1	0	16	327	0.8	280.777456995565	j	1	1	1
0	1	-0	0.4	0.8	0.8	0	0	0	1	16	328	-0	246.882944004028	k	2	0	0
0	2	0.6	0.2	0.8	1	1	2	1	0	16	329	0.6	242.732737009646	j	1	0	1
1	2	1	0.2	0.6	-0	1	0	0	1	16	330	0.2	281.668950003223	k	2	1	0
1	2	0.6	0.2	0.2	0.6	1	0	0	0	16	331	0.2	429.950534002273	j	1	1	1
1	1	0.2	0.4	-0	0.8	0	3	1	0	16	332	0.2	554.732387987315	k	2	0	1
1	1	0.6	1	0.2	0.2	1	0	0	1	16	333	1	328.859362998628	j	1	1	0
1	1	1	0.4	1	0.2	1	0	0	0	16	334	0.4	309.019531996455	k	2	1	1
1	2	0.8	-0	0.2	0.2	1	3	1	0	16	335	0.8	115.04158101161	j	1	0	0
1	1	0.8	0.6	0.4	1	1	1	1	0	16	336	0.8	383.000497997273	k	2	0	0
1	1	0.6	1	0.8	0.8	1	0	0	1	16	337	0.6	172.730179008795	j	1	0	1
1	2	0	0.2	0.8	0.4	1	2	1	1	16	338	0	378.428289986914	k	2	0	1
1	1	0	0	0.6	0.8	1	1	1	0	16	339	0	590.183773005265	k	2	0	1
0	1	0.6	0.2	0	0	1	0	0	1	16	340	0.2	340.276274990174	j	1	1	0
1	2	0.4	0.4	0	0.6	0	2	1	1	16	341	0.4	632.834767995519	k	2	1	0
0	2	0.4	0.2	0.4	0.2	1	0	0	1	16	342	0.4	229.294311997364	j	1	0	0
0	2	0.8	0.2	0.4	0.4	1	0	0	0	16	343	0.8	394.295883990708	k	2	0	1
1	1	0.2	0.6	0.2	0	0	3	1	0	16	344	0.6	360.884303008788	j	1	1	1
0	2	0.2	0.4	0.8	0.4	1	1	1	0	16	345	0.2	397.255778996623	j	1	0	1
1	1	0.6	0.4	0.6	0.8	1	1	1	1	16	346	0.4	227.276257995982	k	2	1	1
1	2	1	-0	0.2	0.6	1	1	1	1	16	347	1	480.466932989657	j	1	0	1
0	2	0.8	0.6	1	0.4	0	0	0	1	16	348	0.6	308.740713997395	k	2	1	0
1	1	0.2	0.2	0.4	0.2	1	2	1	1	16	349	0.2	250.305415000184	j	1	0	0
1	1	0.4	0.4	0.2	0.6	1	0	0	1	16	350	0.4	31.4622820005752	k	2	0	1
0	1	0.6	0.2	0.4	0.2	1	0	0	0	16	351	0.6	747.932953003328	j	1	0	1
0	2	1	0	0.6	1	0	3	1	0	16	352	0	561.309598997468	k	2	1	1
0	1	0.6	0.8	0.6	0.4	0	1	1	0	16	353	0.8	205.573115992593	j	1	1	0
1	1	0.8	0.8	0.8	0	0	0	0	1	16	354	0.8	315.118614002131	k	2	1	1
0	2	0.6	0	0	0.6	1	2	1	1	16	355	0	672.968906001188	j	1	1	1
1	1	1	1	0.8	0.8	1	1	1	0	16	356	1	286.290149000706	k	2	1	1
0	2	0	0	0	0.8	1	1	1	1	16	357	0	250.85329200374	k	2	0	0
1	1	0.6	0.4	1	0	1	1	1	1	16	358	0.4	279.645874994458	k	2	1	1
0	2	0.4	0	0	1	1	1	1	1	16	359	0.4	213.255755006685	j	1	0	1
0	1	0.6	0	0.4	0	1	1	1	1	16	360	0	338.406062001013	k	2	1	1
1	1	0.6	0.8	NaN	NaN	NaN	NaN	NaN	NaN	17	1	0.8	817.964482999969	j	1	1	NaN
1	1	0.2	0.2	0.8	NaN	1	0	0	NaN	17	2	0.2	502.123267000002	j	1	0	0
1	1	0.2	0.2	0.2	0.8	1	0	0	0	17	3	0.2	499.509879999891	j	1	1	0
1	2	0.4	1	NaN	NaN	NaN	3	1	NaN	17	4	0.4	879.197199000032	j	1	0	NaN
1	1	-0	1	0.2	0.2	1	1	1	0	17	5	1	548.766848000014	j	1	1	1
0	1	0.6	0.2	1	0.4	1	0	0	1	17	6	0.2	481.761548999998	k	2	1	1
1	2	0	0.8	0.4	0.2	1	2	1	1	17	7	0.8	720.725320000042	k	2	1	0
1	2	0	0.8	0.8	0.2	1	0	0	1	17	8	0.8	581.392618999985	j	1	1	1
0	1	0.6	0.8	0.2	1	0	2	1	0	17	9	0.8	498.396809000042	j	1	1	1
0	2	0.6	0.8	0.8	0.8	1	1	1	0	17	10	0.8	975.184636999984	k	2	1	1
0	1	0.6	0.2	0.8	0.8	0	1	1	1	17	11	0.2	476.840487000004	j	1	1	1
