MatOldNew	PairNum	Deck1Feedback	Deck2Feedback	Pay1Back	Pay1BackTrial	Mat1Back	DelayDecks	SwitchDecks	Switch1Back	Sub	Trial	RT	Resp	ChosenSide	choice	Stay
0	2	0.6	0.4	0.4	0.6	1	1	1	1	14	241	NaN	NaN	NaN	NaN	0
1	1	-0	0.6	0	0.4	0	1	1	1	14	242	NaN	NaN	NaN	NaN	0
1	2	0.2	0.6	NaN	0	1	1	1	1	14	243	376.625452190638	k	2	1	0
1	1	0	0.2	NaN	NaN	1	1	1	1	14	244	177.447554655373	k	2	0	0
1	2	0.6	0.6	0.6	NaN	1	1	1	1	14	245	283.346615731716	j	1	0	0
1	1	0.2	1	0	0.6	1	1	1	1	14	246	286.104038357735	k	2	1	0
1	1	0.6	0.6	1	0.6	1	0	0	1	14	247	31.3611896708608	k	2	0	0
1	2	0.8	0.2	0.6	0	0	2	1	1	14	248	263.376534916461	k	2	1	0
1	2	0.6	0	0.2	0.6	1	0	0	1	14	249	199.863290414214	k	2	0	0
1	1	0	0.6	0.6	1	1	2	1	0	14	250	601.816449314356	k	2	1	0
1	2	1	0.6	0.6	0.2	0	1	1	0	14	251	275.079030543566	k	2	0	1
1	2	0.8	0.4	1	0.6	1	0	0	1	14	252	70.6521440297365	j	1	0	1
1	1	0.2	0.8	0.6	0.6	1	2	1	1	14	253	135.652234777808	k	2	1	1
1	2	1	0.4	0.8	1	0	1	1	0	14	254	71.4003788307309	k	2	1	0
0	1	0.6	0.6	0.8	0.8	1	1	1	1	14	255	304.234240204096	k	2	1	NaN
1	2	0.8	0.6	0.4	0.8	0	1	1	1	14	256	524.642307311296	j	1	0	NaN
1	1	0.6	0.4	0.6	0.4	0	1	1	1	14	257	NaN	NaN	NaN	NaN	0
0	1	0	0.2	NaN	0.8	1	0	0	1	14	258	500.250222161412	j	1	1	0
0	2	1	0.6	0.8	0.6	0	2	1	1	14	259	NaN	NaN	NaN	NaN	NaN
1	1	0	0.4	0.2	NaN	0	1	1	0	14	260	328.674032352865	j	1	0	NaN
0	2	0.6	0.2	NaN	0.2	1	1	1	1	14	261	NaN	NaN	NaN	NaN	0
1	2	0.8	0.8	NaN	0	0	0	0	1	14	262	298.411855474114	k	2	0	NaN
0	1	0.2	0	0	NaN	1	2	1	1	14	263	NaN	NaN	NaN	NaN	0
0	2	0.8	0.6	0.8	NaN	1	1	1	0	14	264	NaN	NaN	NaN	NaN	0
0	2	0.8	0.8	NaN	NaN	0	0	0	1	14	265	383.296553045511	k	2	0	NaN
0	1	0.4	0.4	NaN	0.8	0	2	1	1	14	266	920.644335448742	j	1	0	NaN
0	1	0.4	0	0.4	0.8	0	0	0	1	14	267	NaN	NaN	NaN	NaN	0
1	1	0.8	0	NaN	0.4	0	0	0	0	14	268	140.794154256582	k	2	1	0
0	1	0.2	-0	0	NaN	1	0	0	0	14	269	157.113155350089	k	2	0	0
1	1	0.2	0.4	0.2	0	0	0	0	0	14	270	508.423675782979	k	2	0	1
0	2	0.4	0	0.8	NaN	0	5	1	0	14	271	999.635111540556	NaN	NaN	NaN	0
0	1	0.4	-0	0.2	0.2	1	1	1	0	14	272	416.790444403887	k	2	0	1
0	1	0.8	0	0.4	NaN	0	0	0	1	14	273	107.984721660614	k	2	0	1
0	2	0.2	0	NaN	0.2	0	2	1	1	14	274	196.502685546875	k	2	0	0
1	2	0.2	0.4	0.2	0.8	0	0	0	1	14	275	230.700806714594	k	2	1	0
0	1	0.8	0.2	0.8	0.4	0	2	1	0	14	276	279.22076638788	k	2	0	1
1	2	0	0.4	0.4	0.2	0	1	1	0	14	277	224.559502676129	j	1	1	1
0	1	0.6	0.2	0.8	0.4	0	1	1	1	14	278	377.091907896101	k	2	1	0
1	2	-0	0.2	0.4	0.8	1	1	1	1	14	279	242.748667486012	k	2	1	1
0	2	0.4	0.6	0.2	0.2	1	0	0	1	14	280	83.3088308572769	k	2	1	1
1	2	0.4	0.6	0.6	0.2	1	0	0	0	14	281	270.759236067533	k	2	1	1
0	1	1	0	0.2	0.4	0	3	1	1	14	282	30.3804576396942	k	2	0	0
1	1	0.6	0	1	0.6	0	0	0	1	14	283	424.371782690287	k	2	1	0
1	1	0.8	0.4	0	1	1	0	0	0	14	284	280.352319590747	k	2	1	1
0	2	0.2	0.4	0.6	0.6	0	3	1	0	14	285	315.053948201239	k	2	1	NaN
1	2	0.2	0.8	0.4	0.4	1	0	0	1	14	286	NaN	NaN	NaN	NaN	0
1	1	0.8	0.4	0.4	0	1	2	1	0	14	287	303.036163561046	k	2	1	1
0	2	0	0.6	NaN	0.4	0	1	1	0	14	288	933.848411776125	k	2	1	0
1	2	1	0.6	0.6	0.4	1	0	0	1	14	289	7.75079056620598	k	2	0	0
0	2	0	0.6	1	0.6	1	0	0	0	14	290	219.170935451984	k	2	0	1
1	2	0	0.8	0	1	0	0	0	0	14	291	378.872794099152	k	2	0	1
0	1	0.2	0.6	0.4	NaN	1	4	1	1	14	292	421.390268951654	j	1	0	0
1	2	0.8	1	0	0	1	1	1	0	14	293	326.86348259449	k	2	1	0
1	1	1	0.2	0.2	0	0	1	1	1	14	294	392.569056712091	k	2	1	0
0	1	0.8	0.8	0.2	1	1	0	0	1	14	295	497.224051505327	k	2	0	0
1	1	0.4	0.6	0.8	0.2	0	0	0	0	14	296	353.159142658114	k	2	1	0
0	2	0.6	0.4	1	0.2	1	3	1	1	14	297	157.339423894882	k	2	1	1
1	1	0.6	0.6	0.6	0.8	1	1	1	0	14	298	284.360710531473	k	2	0	0
1	2	0.4	1	0.4	0.6	0	1	1	1	14	299	100.676621310413	k	2	0	0
0	2	0.8	1	0.4	0.6	0	0	0	1	14	300	264.427886344492	k	2	1	0
1	2	-0	1	1	0.4	0	0	0	0	14	301	168.042078614235	k	2	0	NaN
0	1	0.8	0.2	0.6	0.4	1	3	1	1	14	302	57.8404013067484	k	2	1	0
0	2	0.8	0.8	-0	1	1	1	1	0	14	303	NaN	NaN	NaN	NaN	0
1	2	0	1	NaN	0.2	1	0	0	1	14	304	244.448909536004	j	1	0	0
1	1	1	0.4	0.2	-0	0	2	1	1	14	305	373.397431336343	k	2	0	0
0	2	0.6	0.8	0	NaN	0	1	1	0	14	306	326.54491532594	j	1	1	0
1	1	0.8	0.6	1	0	1	1	1	1	14	307	327.305554412305	k	2	0	1
1	2	0.6	0.6	0.8	1	0	1	1	1	14	308	392.516898922622	k	2	1	1
0	1	0.6	0	0.8	0.8	1	1	1	1	14	309	443.472373299301	k	2	0	1
0	2	0.6	0	0.6	0.8	1	1	1	1	14	310	340.983175672591	k	2	1	1
0	1	0.8	0.6	0.6	0.6	0	1	1	1	14	311	365.244316868484	j	1	0	1
0	1	0.6	0	0.8	0	0	0	0	1	14	312	384.721051901579	j	1	0	1
1	2	0.6	0.4	0	0.6	0	2	1	1	14	313	361.630716361105	k	2	0	0
0	2	0.6	0.4	0.6	0.6	1	0	0	1	14	314	498.866674490273	j	1	0	1
0	2	0.6	0	0.6	0.6	0	0	0	0	14	315	628.54805868119	k	2	1	0
1	2	0.8	0.2	0	0.6	0	0	0	0	14	316	758.505959995091	k	2	0	0
1	1	0.8	0.8	0.6	0.8	0	4	1	0	14	317	341.821028850973	k	2	0	1
1	1	0.6	0.6	0.8	0.8	1	0	0	1	14	318	416.396990418434	k	2	0	1
0	1	0.6	0.4	0.6	0.8	1	0	0	0	14	319	367.025915533304	k	2	0	1
0	2	0.2	0	0.8	0	1	3	1	0	14	320	432.935469783843	k	2	1	0
1	2	0.6	0.6	0	0.6	0	0	0	1	14	321	10.7945529744029	k	2	0	0
0	1	0.4	0.4	0.6	0.6	0	2	1	0	14	322	260.897726751864	k	2	1	0
0	2	0.6	0.6	0.6	0	0	1	1	0	14	323	197.566634975374	k	2	1	0
1	1	1	-0	0.4	0.6	0	1	1	1	14	324	46.0169985890388	k	2	0	0
0	1	0.4	0.2	1	0.6	1	0	0	1	14	325	344.380186870694	k	2	1	0
1	1	1	0.8	0.2	1	0	0	0	0	14	326	433.194946497679	k	2	0	0
0	2	0.4	0.2	0.6	0.4	1	3	1	1	14	327	268.963594920933	k	2	1	1
1	2	0.4	0.4	0.2	1	0	0	0	1	14	328	139.899976551533	k	2	0	0
0	1	0.6	1	1	0.2	1	2	1	0	14	329	181.197944097221	k	2	1	0
0	2	0.6	0.2	0.4	0.2	0	1	1	0	14	330	57.1008734405041	k	2	0	1
0	1	0.2	0.8	1	0.4	0	1	1	1	14	331	48.7933838739991	k	2	1	1
1	1	0	0.4	0.8	0.6	0	0	0	1	14	332	178.935104049742	k	2	1	1
0	2	0.4	0	0.6	1	0	2	1	1	14	333	180.636595003307	j	1	1	0
0	1	0.6	0.4	0.4	0.8	1	1	1	0	14	334	620.207112282515	k	2	0	0
0	1	0.2	0.2	0.6	0	0	0	0	1	14	335	45.9238169714808	k	2	1	0
1	1	1	0.4	0.2	0.6	0	0	0	0	14	336	982.768596149981	j	1	0	0
0	2	-0	0.6	0	0.4	0	3	1	1	14	337	313.196451403201	j	1	1	1
0	1	1	0.8	1	0.2	1	1	1	0	14	338	99.7059987857938	j	1	0	1
0	1	0.6	0.2	1	0.6	0	0	0	1	14	339	44.2744009196758	k	2	1	0
0	1	0.2	0.8	0.2	1	0	0	0	0	14	340	100.843703374267	k	2	0	0
0	1	0.8	0.2	0.2	0.2	0	0	0	0	14	341	165.585524402559	k	2	1	0
0	1	0.6	0.4	0.2	0.2	0	0	0	0	14	342	393.317865207791	k	2	1	1
1	2	0.4	0.2	0.6	1	0	5	1	1	14	343	553.532391786575	k	2	0	0
0	1	0.6	0	0.4	0.2	0	1	1	0	14	344	137.290743179619	k	2	0	0
0	1	-0	1	0.6	0.4	0	0	0	1	14	345	301.630058325827	k	2	0	1
1	2	0.4	1	0.4	0.4	0	2	1	1	14	346	30.7068806141615	k	2	0	1
1	2	0.4	0.4	0.4	-0	0	0	0	1	14	347	229.568806476891	k	2	0	1
0	1	0.6	0.4	-0	0.6	0	2	1	0	14	348	168.960246257484	j	1	1	0
0	1	0.4	1	0.4	0.4	0	0	0	1	14	349	535.607226192951	k	2	1	1
1	2	0.2	0.6	0.4	0.4	0	2	1	0	14	350	329.483963549137	j	1	0	1
1	2	0.4	0.6	0.2	1	0	0	0	1	14	351	20.1187171041965	k	2	1	0
0	2	0.8	-0	0.6	0.2	0	0	0	0	14	352	236.59651633352	k	2	1	1
1	2	0.6	0.6	-0	0.6	1	0	0	0	14	353	149.276323616505	j	1	1	1
0	1	0.2	0.8	1	0.4	0	4	1	0	14	354	105.038663372397	j	1	1	1
1	1	0.6	0.2	0.8	0.6	0	0	0	1	14	355	152.045932598412	k	2	1	1
0	1	0.6	0.4	0.2	0.8	1	0	0	0	14	356	280.467717908323	k	2	1	1
1	2	0.2	0	0.6	-0	0	3	1	0	14	357	60.7259552925825	k	2	1	1
1	1	0.4	0.4	0.4	0.2	0	1	1	0	14	358	133.327340707183	k	2	0	0
0	2	0.2	0.6	0	0.4	1	1	1	1	14	359	61.4686785265803	j	1	0	0
0	1	0.4	0	0.4	0	1	1	1	1	14	360	17.3471374437213	k	2	1	0
0	1	0.6	0.8	NaN	NaN	NaN	NaN	NaN	NaN	15	1	274.33739099979	k	2	1	NaN
1	1	0.2	0.2	0.8	NaN	0	0	0	NaN	15	2	374.920844000371	j	1	1	1
0	1	0.2	0.2	0.2	0.8	1	0	0	0	15	3	379.290089998904	j	1	1	1
1	1	0.4	1	0.2	0.2	0	0	0	0	15	4	416.045321000638	k	2	0	0
0	1	0	1	0.4	0.2	1	0	0	0	15	5	326.515962000485	k	2	1	0
1	2	0.6	0	NaN	NaN	NaN	5	1	NaN	15	6	507.008507000137	j	1	0	NaN
0	1	0	0.8	1	0.4	0	1	1	0	15	7	513.629055998535	k	2	0	0
1	2	0	0.8	0.6	1	0	1	1	1	15	8	484.984594000707	k	2	0	1
1	2	0.4	0.8	0	0	1	0	0	1	15	9	756.194645000505	k	2	1	0
0	2	0.6	0.8	0.8	0	0	0	0	0	15	10	527.330024000548	j	1	0	0
1	1	0.6	0.2	0	0.6	0	3	1	1	15	11	461.666977998902	j	1	0	1
1	1	0.2	0.6	0.6	0.6	1	0	0	1	15	12	523.080334998667	k	2	1	0
0	1	0	0.6	0.6	0.6	1	0	0	0	15	13	311.564302999614	j	1	1	1
0	1	0	1	0.6	0.6	0	0	0	0	15	14	507.868287999372	j	1	0	0
0	1	0	0.8	0	0.6	0	0	0	0	15	15	202.312027999142	k	2	1	0
0	2	0.2	0.4	0.6	0.8	1	5	1	0	15	16	342.868232999535	k	2	0	1
1	1	0	0.6	0.8	0	0	1	1	0	15	17	436.220965999382	j	1	0	0
1	1	0	0.8	0	0.2	1	0	0	1	15	18	383.803392000118	k	2	1	0
0	1	0.4	1	0.8	0	1	0	0	0	15	19	549.844279001263	j	1	1	1
0	2	0.2	0.6	0.2	0.8	0	3	1	1	15	20	299.735921998945	k	2	0	1
0	2	0.2	0.4	0.2	1	0	0	0	1	15	21	351.509573998555	j	1	1	0
1	1	0.6	0.6	1	0.8	0	2	1	0	15	22	420.769783000651	k	2	1	1
1	2	0.2	0.6	0.4	0.2	1	1	1	0	15	23	475.36895399935	j	1	1	1
0	1	1	-0	0.6	0.4	1	1	1	1	15	24	408.348492999721	j	1	1	1
1	2	0.4	1	0.6	0.6	1	1	1	1	15	25	523.651702000279	k	2	1	1
1	1	0.8	0.6	-0	0.6	0	1	1	1	15	26	529.265873999975	j	1	0	0
0	2	0.2	0.8	1	-0	0	1	1	1	15	27	366.000628999245	k	2	0	0
0	2	0.6	0.6	0.2	0.8	0	0	0	1	15	28	491.953483000543	j	1	1	0
0	1	0.6	0.4	0.8	1	1	2	1	1	15	29	328.19673800077	k	2	1	0
1	1	0.2	0.4	0.4	0.6	0	0	0	1	15	30	335.181737998937	j	1	0	0
1	2	0.6	0.8	0.6	0.2	0	2	1	0	15	31	436.212238000735	j	1	0	0
0	1	1	0.2	0.2	0.4	1	1	1	0	15	32	423.856157998671	k	2	1	0
1	1	0.8	0.6	0.2	0.6	0	0	0	1	15	33	534.467650999431	j	1	0	0
1	2	0.8	0.4	0.6	0.2	1	2	1	1	15	34	650.327112000014	j	1	1	0
1	1	0.8	0.4	0.8	0.2	1	1	1	0	15	35	311.8545060006	k	2	1	0
1	2	0.2	0.6	0.4	0.8	1	1	1	1	15	36	836.696894000852	k	2	1	1
1	1	0.8	0.4	0.4	0.4	1	1	1	1	15	37	378.590284000893	j	1	1	1
1	1	0.6	0.4	0.4	0.6	1	0	0	1	15	38	263.861281000572	k	2	1	1
0	1	0.2	0.4	0.4	0.4	1	0	0	0	15	39	443.892367000444	j	1	1	1
1	1	0.4	0.4	0.4	0.4	0	0	0	0	15	40	753.108799999609	k	2	0	0
1	2	0.4	0.8	0.6	0.4	0	4	1	1	15	41	471.141458001512	j	1	0	0
1	1	0	0.4	0.4	0.4	1	1	1	0	15	42	419.390844999725	k	2	1	0
0	1	0	0	0.4	0.4	1	0	0	1	15	43	392.73169199987	j	1	0	0
1	2	0.4	0.4	0.4	0.4	1	2	1	1	15	44	214.605883998956	k	2	1	0
1	2	0.4	0.6	0.4	0	0	0	0	1	15	45	315.717324001525	j	1	0	0
1	1	0.4	0.4	0	0.4	0	2	1	0	15	46	472.725954999987	k	2	0	1
1	1	0.2	0.6	0.4	0.4	1	0	0	1	15	47	444.459267000639	j	1	1	0
0	2	-0	0.2	0.4	0.4	1	2	1	0	15	48	313.521963000312	j	1	1	0
0	2	0.8	0.4	0.2	0.6	0	0	0	1	15	49	512.31780299895	k	2	0	0
1	1	-0	0.6	0.6	0.4	1	2	1	0	15	50	547.662373999628	k	2	1	1
0	1	-0	0.2	0.6	0.8	1	0	0	1	15	51	514.53374599987	j	1	1	1
0	1	0.2	0.8	0.2	0.6	0	0	0	0	15	52	503.366967001057	k	2	0	0
1	2	0.6	0.6	0.8	0.2	1	3	1	0	15	53	331.65785500023	j	1	1	0
1	2	0.4	0.2	0.6	0.2	0	0	0	1	15	54	224.176632000308	k	2	1	1
0	1	0.2	0.2	0.2	0.2	0	2	1	0	15	55	598.49677999955	k	2	0	1
0	1	0	0.8	0.2	0.2	0	0	0	1	15	56	314.985854000042	j	1	1	0
1	1	0.4	0.2	0.8	0.2	0	0	0	0	15	57	335.328199000287	k	2	1	1
1	2	1	0.4	0.2	0.6	1	3	1	0	15	58	398.070646999258	j	1	1	1
0	2	0.4	0.6	0.4	0.2	1	0	0	1	15	59	555.527002999952	k	2	1	1
1	2	0.8	0.6	0.6	0.4	1	0	0	0	15	60	590.494488000331	j	1	1	1
1	2	1	0	0.6	0.6	1	0	0	0	15	61	533.595912000237	k	2	0	0
1	1	0	0.4	0.2	0.8	1	4	1	0	15	62	322.199031999844	k	2	1	1
0	2	0.4	0.2	1	0.6	0	1	1	0	15	63	359.18688899983	k	2	1	0
0	1	0.8	0.8	0.4	1	1	1	1	1	15	64	276.117440000235	j	1	1	1
1	2	0.2	0.4	0.2	0.4	1	1	1	1	15	65	344.776810999974	k	2	1	1
0	1	0.4	0.4	0.8	0.2	0	1	1	1	15	66	534.856705000493	j	1	1	1
0	2	0.2	0.4	0.4	0.8	1	1	1	1	15	67	579.437864000283	k	2	1	1
1	1	0.6	0.2	0.4	0.4	0	1	1	1	15	68	456.373697999879	k	2	0	0
0	2	0.4	0.4	0.4	0.4	0	1	1	1	15	69	446.388518999811	j	1	0	0
0	2	0.2	0.4	0.4	0.6	1	0	0	1	15	70	547.072716000912	k	2	1	0
1	2	0.4	1	0.4	0.4	1	0	0	0	15	71	591.489892998652	j	1	1	1
0	2	0.2	0.2	1	0.4	1	0	0	0	15	72	317.686792999666	k	2	1	1
1	1	0.8	0	0.6	0.4	1	4	1	1	15	73	346.492153999861	k	2	1	0
1	2	0.4	0.2	0.2	1	0	1	1	0	15	74	359.013059000063	j	1	1	1
1	1	0.6	0.4	0	0.2	1	1	1	1	15	75	412.4358450008	k	2	1	1
1	1	0.4	0	0.4	0.2	1	0	0	1	15	76	266.14664599947	j	1	0	0
1	1	0.6	0.6	0.4	0.4	1	0	0	0	15	77	382.032477000394	k	2	1	0
1	2	0.8	0	0.2	0	0	3	1	1	15	78	436.487934999604	j	1	0	0
1	2	0.4	0.2	0.8	0.6	0	0	0	1	15	79	328.25739999862	k	2	1	0
0	1	0.2	0	0.6	0.4	1	2	1	0	15	80	541.835091000394	j	1	0	0
1	1	0.8	0	0.2	0.2	0	0	0	1	15	81	259.012632001031	k	2	0	1
1	2	0.6	0	0.2	0.8	0	2	1	0	15	82	384.751616000358	k	2	1	1
0	2	0.4	0.2	0	0.8	1	0	0	1	15	83	341.776211998877	j	1	0	0
0	1	0.8	0.8	0.8	0.2	1	2	1	0	15	84	457.915420000063	k	2	1	0
0	1	0.2	0	0.8	0.4	0	0	0	1	15	85	495.713520000209	j	1	0	0
1	1	0.8	0.2	0.2	0.8	0	0	0	0	15	86	373.317549001513	k	2	0	1
0	2	0.2	0.2	0.4	0	1	3	1	0	15	87	298.738684999989	j	1	1	0
0	2	1	0.4	0.2	0.8	0	0	0	1	15	88	487.000924000313	k	2	1	1
0	2	1	0.4	0.4	0.2	0	0	0	0	15	89	419.630446000156	j	1	1	1
1	2	1	0.4	0.4	0.4	1	0	0	0	15	90	585.091216000365	j	1	1	1
1	1	0.2	0.2	0.8	0.2	1	4	1	0	15	91	401.081100000738	k	2	1	0
1	1	1	0	0.2	0.4	1	0	0	1	15	92	294.16171199955	j	1	1	1
0	2	0.8	0.2	0.4	0.4	1	2	1	0	15	93	434.590001999823	j	1	1	1
1	1	0.8	0	0	0.2	1	1	1	0	15	94	416.928554999686	k	2	1	1
0	1	0.6	0	0	0.2	1	0	0	1	15	95	773.764098999891	k	2	1	1
0	1	0.4	0.6	0	0	0	0	0	0	15	96	419.145448000563	j	1	0	0
1	2	0.4	0.8	0.2	0	1	3	1	1	15	97	672.014210998896	k	2	1	1
1	1	0.4	0	0.4	0	0	1	1	0	15	98	533.455961000072	j	1	1	0
0	2	0.2	0.6	0.8	0.4	1	1	1	1	15	99	465.248543001508	k	2	1	1
0	2	0.6	0.4	0.6	0	1	0	0	1	15	100	414.421722000043	j	1	0	0
1	1	0.8	-0	0	0.8	1	2	1	1	15	101	547.97187099939	k	2	1	1
1	1	0.4	0.4	-0	0.6	1	0	0	1	15	102	529.943674000606	j	1	1	1
1	1	0	0.6	0.4	-0	1	0	0	0	15	103	926.608092000606	j	1	0	0
0	1	1	0.6	0	0.4	1	0	0	0	15	104	538.244501000008	k	2	1	0
0	1	0.8	0.4	0.6	0	0	0	0	0	15	105	617.186847000994	k	2	0	0
0	2	0.6	0.2	0.6	0.6	0	5	1	0	15	106	708.498144000259	k	2	1	0
1	2	0.8	0.2	0.2	0.8	1	0	0	1	15	107	323.726927999815	j	1	0	0
0	1	0.4	0.8	0.8	0.6	0	2	1	0	15	108	688.20568099909	k	2	1	0
1	1	0.2	1	0.8	0.8	0	0	0	1	15	109	317.360588998781	j	1	1	1
0	2	1	0.2	0.8	0.2	0	2	1	0	15	110	274.123440000039	k	2	0	1
1	1	0.2	1	1	0.8	1	1	1	0	15	111	480.414242998449	j	1	0	0
1	1	0.2	0.4	0.2	1	1	0	0	1	15	112	267.72966200042	k	2	0	1
1	2	0.6	0.2	1	1	0	2	1	1	15	113	280.821272001049	k	2	0	1
0	1	0.2	1	0.2	0.2	1	1	1	0	15	114	373.841964999883	j	1	1	0
0	1	1	0.6	1	0.6	0	0	0	1	15	115	314.862410999922	k	2	0	0
1	2	0.6	-0	0.6	0.2	1	2	1	1	15	116	385.646224000084	j	1	1	0
0	2	0.8	0	-0	1	1	0	0	1	15	117	813.638722000178	k	2	0	0
1	2	0.8	0.2	0.8	-0	1	0	0	0	15	118	388.190333998864	j	1	1	0
0	1	0.4	1	1	1	0	3	1	0	15	119	472.613305999403	k	2	0	1
0	1	0.2	0.6	0.4	0.2	0	0	0	1	15	120	396.226136999758	j	1	0	1
1	1	0	0.2	0.2	0.4	0	0	0	0	15	121	434.90111599931	k	2	1	0
0	2	0.4	0.4	0.2	0.8	1	3	1	0	15	122	390.270288999091	j	1	0	0
0	2	0.2	0	0.4	0.2	0	0	0	1	15	123	332.859030999316	k	2	1	0
0	2	1	0	0	0.4	0	0	0	0	15	124	362.221899998985	j	1	1	1
0	1	0.2	0.6	0.2	0.2	1	3	1	0	15	125	303.126978000364	k	2	1	NaN
0	2	0.4	0.4	0	0	1	1	1	0	15	126	332.533729000716	j	1	1	1
1	2	0.2	0	0.4	0.6	1	0	0	1	15	127	305.275557999266	k	2	0	0
1	1	0	0.6	0.6	0	0	2	1	1	15	128	NaN	NaN	NaN	NaN	0
1	2	0	0.2	0.2	0.4	1	1	1	0	15	129	266.192478000448	k	2	1	0
1	1	0	0.2	NaN	0.2	1	1	1	1	15	130	407.723989999795	j	1	0	0
1	2	-0	0.4	0.2	NaN	1	1	1	1	15	131	366.330209000807	k	2	1	1
0	2	0.4	0.4	0.4	0	0	0	0	1	15	132	347.493774999748	j	1	1	1
1	1	0.6	0.6	0	0.2	1	2	1	1	15	133	471.746412998982	k	2	1	0
0	1	0	0.4	0.6	0.4	1	0	0	1	15	134	445.283312999891	j	1	1	1
0	2	0.4	0.6	0.4	0.4	0	2	1	0	15	135	290.462701999786	k	2	0	0
1	2	0.6	1	0.4	0.4	0	0	0	1	15	136	590.829157999906	j	1	0	1
1	1	0.2	0.4	0.4	0.6	0	2	1	0	15	137	573.246593001386	k	2	1	1
0	1	0.4	0	0.4	0.6	1	0	0	1	15	138	328.497062000679	j	1	0	0
0	2	1	0.4	0.6	0.4	1	2	1	0	15	139	310.892412999237	k	2	0	1
0	2	0.2	1	1	0.4	1	0	0	1	15	140	586.574962000668	j	1	1	0
1	2	0.8	-0	1	1	1	0	0	0	15	141	327.736506998917	k	2	1	1
0	1	0.8	0.8	0.4	0.4	0	3	1	0	15	142	293.518758000573	k	2	0	1
0	1	0.4	0.4	0.8	-0	0	0	0	1	15	143	266.767025999798	j	1	1	0
0	1	0.6	0	0.4	0.8	0	0	0	0	15	144	320.963875999951	k	2	1	1
1	1	1	0.4	0	0.4	0	0	0	0	15	145	516.206215001148	k	2	1	1
1	2	0.8	0.2	-0	1	0	4	1	0	15	146	377.864821999538	j	1	0	0
1	2	0.6	0.4	0.8	0.4	0	0	0	1	15	147	303.694222999184	k	2	1	0
0	1	0.8	0.8	0.4	0	1	2	1	0	15	148	331.586424999841	j	1	1	1
0	1	0.4	1	0.8	0.4	0	0	0	1	15	149	322.358751000138	k	2	1	1
0	2	1	0	0.4	0.8	0	2	1	0	15	150	278.549566002766	j	1	0	0
1	1	0	0.2	1	0.8	0	1	1	0	15	151	292.163976999291	j	1	1	1
0	1	0.2	0.2	0.2	1	1	0	0	1	15	152	264.068160999159	k	2	0	0
0	1	0.6	0.2	0.2	0.2	0	0	0	0	15	153	382.330281001487	k	2	0	1
0	2	0.6	0.6	1	1	0	3	1	1	15	154	387.905375002447	j	1	0	1
0	2	0.8	0.8	0.6	0.6	1	0	0	1	15	155	264.907393000613	k	2	1	0
1	2	1	0.8	0.8	0.6	0	0	0	0	15	156	421.188702999643	k	2	0	0
0	1	0	0.8	0.6	0.2	0	3	1	0	15	157	282.095378999657	j	1	0	1
0	2	0.8	0.8	1	0.8	1	1	1	0	15	158	215.101235000475	j	1	0	1
1	2	1	0.6	0.8	0	1	0	0	1	15	159	364.190432999749	k	2	1	0
1	2	0.6	0.4	0.6	0.8	1	0	0	0	15	160	514.860317998682	k	2	0	0
1	1	0	0.8	0	1	0	3	1	1	15	161	479.341136997391	k	2	1	0
1	1	0.4	0.4	0.8	0.6	1	0	0	1	15	162	403.238945000339	k	2	0	0
0	2	0.6	0.2	0.6	0.6	0	2	1	0	15	163	329.11211100145	j	1	1	0
1	1	0.4	0.6	0.4	0.8	1	1	1	0	15	164	917.855815001531	k	2	1	0
0	1	0.2	0.2	0.6	0.2	1	0	0	1	15	165	362.727128002007	j	1	0	0
1	2	0.8	0.4	0.2	0.4	1	2	1	1	15	166	360.479368999222	k	2	1	1
1	2	0.4	0.8	0.4	0.2	0	0	0	1	15	167	893.695888997172	j	1	1	1
1	1	0.6	0.8	0.2	0.6	0	2	1	0	15	168	426.588304999314	k	2	0	1
0	1	0.2	-0	0.6	0.8	1	0	0	1	15	169	535.530149998522	k	2	0	1
0	2	0.8	0.6	0.8	0.4	0	2	1	0	15	170	446.07537200136	k	2	1	1
1	1	0	0.4	0.2	0.6	0	1	1	0	15	171	528.880154000944	j	1	0	1
1	2	-0	1	0.6	0.2	0	1	1	1	15	172	350.678316000995	k	2	1	1
0	2	0.2	0.6	1	0	0	0	0	1	15	173	596.752874000231	k	2	0	0
1	2	0.8	0.4	0.2	1	1	0	0	0	15	174	409.523729998909	k	2	1	0
0	1	0.2	0.4	0	0.6	1	3	1	1	15	175	391.049648998887	k	2	0	1
0	1	0.8	0.6	0.2	0.4	0	0	0	1	15	176	379.245785999956	j	1	1	0
1	1	0.2	0	0.6	0.2	0	0	0	0	15	177	528.763718000846	k	2	1	1
0	2	1	1	0.4	0.2	0	3	1	0	15	178	341.470273000596	j	1	1	1
1	1	1	-0	0	0.6	1	1	1	0	15	179	266.256229999271	k	2	1	1
0	1	0.4	0.4	-0	1	1	0	0	1	15	180	239.68482300188	j	1	0	0
1	2	0.8	0.4	1	0	0	2	1	1	15	181	377.846163999493	k	2	0	0
1	2	0.2	0.2	0.8	0.4	1	0	0	1	15	182	374.18376200003	j	1	1	0
0	1	1	1	0.4	-0	0	2	1	0	15	183	300.174203002825	k	2	1	0
1	1	0.6	0.4	1	0.2	0	0	0	1	15	184	327.908172999742	j	1	0	0
1	2	0.4	0.4	0.2	0.8	0	2	1	0	15	185	278.042704001564	k	2	0	0
